x,y
0.5,1.0695519770038169
0.5454545454545454,0.9840573634517746
0.5909090909090909,0.9958602333789074
0.6363636363636364,0.9004582908566172
0.6818181818181819,1.3154683413296333
0.7272727272727273,1.6360154723798
0.7727272727272727,1.5505657690816184
0.8181818181818181,1.7201199318023164
0.8636363636363636,1.904013873269144
0.9090909090909092,1.6577916639891104
0.9545454545454546,2.415436551277822
1.0,1.8246183495487238
1.0454545454545454,2.1690156402756453
1.0909090909090908,2.7795449057708046
1.1363636363636362,2.2467608154200813
1.1818181818181819,2.390651430513046
1.2272727272727273,2.328902293609779
1.2727272727272727,2.630606741281122
1.3181818181818183,2.0756924800449705
1.3636363636363638,2.5508703374729396
1.4090909090909092,3.295608084250138
1.4545454545454546,2.9705676022701466
1.5,2.927880444814326
1.5454545454545454,3.206177895997404
1.5909090909090908,3.313738531719194
1.6363636363636365,3.3225065227215755
1.6818181818181819,3.558252282281061
1.7272727272727273,2.8812301961916473
1.7727272727272727,3.755081417415813
1.8181818181818181,3.391444810264247
1.8636363636363638,4.020162801073219
1.9090909090909092,3.8100694428798856
1.9545454545454546,3.518892162633875
2.0,3.971147602773535
2.0454545454545454,3.6789217582726073
2.090909090909091,4.605324188728552
2.1363636363636367,4.260508015653167
2.1818181818181817,4.7358945668415675
2.2272727272727275,3.9578386611422016
2.2727272727272725,5.281553336144087
2.3181818181818183,4.496780667704572
2.3636363636363638,5.372671124350632
2.409090909090909,5.229679284293753
2.4545454545454546,4.368626933785957
2.5,5.161577242581767
2.5454545454545454,4.814752562109091
2.590909090909091,5.393943416447237
2.6363636363636362,6.0280341451153046
2.6818181818181817,5.733014357095948
2.7272727272727275,6.037055939633618
2.772727272727273,4.895765997326463
2.8181818181818183,5.75131456456683
2.8636363636363638,5.9329229240069665
2.909090909090909,6.451722301941673
2.9545454545454546,5.543068033957532
3.0,6.341271656013718
3.0454545454545454,6.352496160963759
3.090909090909091,5.239512279742861
3.1363636363636362,5.620537164573982
3.181818181818182,6.646608697168364
3.2272727272727275,5.695124282543006
3.272727272727273,5.742382010117913
3.3181818181818183,7.230477466067701
3.3636363636363638,6.919380958469921
3.409090909090909,6.657848019150589
3.4545454545454546,6.9819773915507435
3.5,6.716831922222806
3.5454545454545454,6.710177332416924
3.590909090909091,6.8510319421433135
3.6363636363636362,7.553499569915616
3.681818181818182,8.336596349323726
3.7272727272727275,7.103617613571407
3.772727272727273,7.493649508474492
3.8181818181818183,7.469678543177727
3.8636363636363638,6.753614912494403
3.909090909090909,8.015154179988567
3.9545454545454546,8.594623535239084
4.0,7.325052013495265
4.045454545454545,8.764960592721872
4.090909090909091,7.714090147373066
4.136363636363637,9.225166780838087
4.181818181818182,9.380542126551697
4.2272727272727275,8.130674654339648
4.272727272727273,6.835560159107123
4.318181818181818,8.335828115608395
4.363636363636363,7.513127820085602
4.409090909090909,7.658837173780711
4.454545454545455,8.683844998435866
4.5,10.224404947570987
4.545454545454546,9.007175885837821
4.590909090909091,8.980203691227102
4.636363636363637,7.556809696501467
4.681818181818182,8.79608345962116
4.7272727272727275,8.135557729489566
4.7727272727272725,10.04213102926737
4.818181818181818,9.127326978335498
4.863636363636363,9.684560881555024
4.909090909090909,9.801777179674346
4.954545454545455,9.723023128270828
5.0,10.952567809664036
