x,y
-2.0,-4.524843949312774
-1.9595959595959596,-2.938157554672759
-1.9191919191919191,-2.5750354359985326
-1.878787878787879,-3.3619304333174753
-1.8383838383838385,-2.897836867692405
-1.797979797979798,-2.602391598508547
-1.7575757575757576,-2.611072062027904
-1.7171717171717171,-2.9430640926533354
-1.6767676767676767,-2.874857715875447
-1.6363636363636362,-2.8569988140500704
-1.595959595959596,-4.0697893315568265
-1.5555555555555556,-2.5505325856234426
-1.5151515151515151,-4.114954207204273
-1.4747474747474747,-3.5851745135949935
-1.4343434343434343,-1.8258348144403984
-1.393939393939394,-2.11570265772343
-1.3535353535353534,-1.5171520753220167
-1.3131313131313131,-2.84360213321246
-1.2727272727272727,-3.4672536184759597
-1.2323232323232323,-2.656996222302739
-1.1919191919191918,-2.3022133460459244
-1.1515151515151514,-2.239839329958295
-1.1111111111111112,-1.315277839216861
-1.0707070707070705,-2.4304304814168973
-1.0303030303030303,-1.7789784831637212
-0.9898989898989898,-2.7706996993456645
-0.9494949494949494,-1.5387360765548483
-0.909090909090909,-1.8156949780333085
-0.8686868686868685,-2.337224408001351
-0.8282828282828283,-1.8452291463055388
-0.7878787878787878,-1.723098172969753
-0.7474747474747474,-1.7110735984191718
-0.707070707070707,0.0029315796727329424
-0.6666666666666665,-1.4120901351796367
-0.6262626262626261,-1.4476421406671223
-0.5858585858585856,-2.8496779378052848
-0.5454545454545454,-1.8062749724926728
-0.505050505050505,-1.2205597496660923
-0.46464646464646453,-1.4779750702342433
-0.4242424242424241,0.2568812262173894
-0.38383838383838365,-0.8996269879937422
-0.3434343434343432,0.3438867125859155
-0.303030303030303,-0.5566968988203116
-0.26262626262626254,-0.4954702561152638
-0.2222222222222221,-0.515481602614445
-0.18181818181818166,-0.360599362339196
-0.14141414141414121,1.0922077196116051
-0.10101010101010077,-2.0577087834211762
-0.06060606060606055,-1.7224487167630642
-0.02020202020202011,-0.47494070524893134
0.020202020202020332,0.05202634595409577
0.060606060606060996,0.6732956610233319
0.10101010101010122,0.5804899604421826
0.14141414141414144,-0.024568447476173316
0.1818181818181821,1.178871318229774
0.22222222222222232,1.2686007669666295
0.262626262626263,0.6724987902697784
0.3030303030303032,1.3761866640500795
0.3434343434343434,0.9049848976143899
0.3838383838383841,0.31849034625046124
0.4242424242424243,1.4067383196848524
0.464646464646465,1.0177834273558721
0.5050505050505052,1.0111728875046
0.5454545454545459,2.2692719486607515
0.5858585858585861,-0.7889805311148972
0.6262626262626263,0.11837791639759687
0.666666666666667,0.3836769922338378
0.7070707070707072,1.12353289608637
0.7474747474747478,1.2912629591366716
0.7878787878787881,0.36989705753913804
0.8282828282828287,0.8684392307169964
0.868686868686869,1.0487003945548818
0.9090909090909092,3.7841210918425316
0.9494949494949498,3.3403834571876168
0.9898989898989901,1.6503984456502607
1.0303030303030307,1.7697394283606223
1.070707070707071,1.2220509436635065
1.1111111111111112,0.6957178916420088
1.1515151515151518,2.2095261539034845
1.191919191919192,1.5855567972431635
1.2323232323232327,2.3967660393168577
1.272727272727273,1.2652898662197638
1.3131313131313136,2.016683059614421
1.3535353535353538,2.825972383312972
1.393939393939394,3.080846466105938
1.4343434343434347,3.202664435680481
1.474747474747475,1.8931037621693199
1.5151515151515156,3.7140516144114804
1.5555555555555558,2.4709417538296314
1.5959595959595965,3.698205523605038
1.6363636363636367,3.264216331432719
1.676767676767677,2.2524253542729955
1.7171717171717176,3.1813852706784846
1.7575757575757578,3.80744250880253
1.7979797979797985,4.086331900339276
1.8383838383838387,3.5639773588121426
1.878787878787879,4.9829988700566
1.9191919191919196,4.644392455173087
1.9595959595959598,3.7138686260721174
2.0,4.600097449709556
