group,value
G1,105.82655241987707
G1,117.32311605409944
G1,111.77411888977693
G1,104.39086678929576
G1,117.43934526167791
G1,104.38993158738299
G1,108.2798817679706
G1,97.03429046465291
G1,100.66545815859205
G1,93.02576176699723
G1,109.89583934594853
G1,88.21696376885134
G1,107.82350342417661
G1,98.0934894249484
G1,111.71247093467319
G1,107.5086898873126
G1,118.20646157646802
G1,107.30774691138645
G1,84.2795974434676
G1,99.33046827101799
G1,88.27992807405184
G1,94.81720157633725
G1,115.11228433276722
G1,106.37533810897696
G1,93.01069571421253
G1,89.86282633559601
G1,100.3278209287626
G1,87.83439850618872
G1,93.28859722603418
G1,103.12009471551244
G1,111.55312036106696
G1,106.0876147222444
G1,77.087104914019
G1,103.0436672903026
G1,100.72033573232578
G1,104.13890285372693
G1,116.16209681651208
G1,79.36761723195258
G1,94.08896574808894
G1,105.90906322793354
G1,84.18405600546058
G1,114.75949048053509
G1,103.68356612700659
G1,108.46583985843404
G1,94.29056338478206
G1,108.13763689966211
G1,110.68471555989038
G1,102.32878020137169
G1,102.34400892698696
G1,102.70343239281726
G2,95.36654735260618
G2,102.52471319759647
G2,102.47477467547641
G2,107.83393864353495
G2,113.99824246910295
G2,93.41463918021591
G2,102.74990969680422
G2,118.81455547658973
G2,96.56411771187436
G2,95.77749982709679
G2,106.02306191831194
G2,112.4438519048532
G2,104.11426055560659
G2,117.28960590436989
G2,112.56793982566526
G2,112.41820066890062
G2,109.54116501324093
G2,127.27653100346085
G2,101.94838311133955
G2,83.96477707933487
G2,120.04254361517141
G2,99.42300569043175
G2,105.07880444343033
G2,117.09550684860527
G2,87.97740458941075
G2,91.4835278589386
G2,87.98722062881146
G2,96.05863709974577
G2,108.39636606016994
G2,109.2418784281277
G2,106.76274179328554
G2,89.87234116107633
G2,80.89896563367355
G2,104.54353585390382
G2,99.28223966361664
G2,108.59385771716612
G2,111.0195362622127
G2,105.38241432058682
G2,111.60133085375854
G2,106.29211374115069
G2,109.30064705601467
G2,96.95326737130118
G2,102.20388586168542
G2,105.96776096656957
G2,112.20528475417419
G2,100.06258827775427
G2,109.21167255732112
G2,101.3416120808462
G2,102.8245783267187
G2,112.29519042024073
G3,88.06939628945844
G3,95.0352767192524
G3,93.17814602557179
G3,84.66383880151696
G3,101.21735559844824
G3,115.49433899727741
G3,105.15115933617426
G3,109.97790081941852
G3,118.89217496710793
G3,121.27686132267692
G3,107.30862065273861
G3,121.53585889569398
G3,108.9212665843411
G3,99.62601776172538
G3,102.05599647801264
G3,93.19463487434984
G3,99.11866146266348
G3,104.41983311925571
G3,116.03585019378602
G3,125.20769831165984
G3,94.1781848462296
G3,111.9282746825992
G3,97.59456060842466
G3,112.74697088463202
G3,106.68913349312274
G3,89.6909417415247
G3,117.28296991568484
G3,101.94999287191268
G3,102.66099761626445
G3,97.3024758871031
G3,101.45716723312445
G3,112.27890440694917
G3,106.10755659063595
G3,111.2866200228248
G3,111.61921853928844
G3,121.20661655528167
G3,104.57213849135621
G3,93.23142183154269
G3,118.67222416571983
G3,104.68511827902745
G3,119.14592444577377
G3,111.8337711318247
G3,106.68862469796655
G3,111.48775894046295
G3,127.510125601263
G3,128.76980529053753
G3,108.69381135132778
G3,109.60190593317076
G3,118.76240157466385
G3,99.54338967232653
G4,115.33070372618255
G4,111.74137152046144
G4,115.13908211457553
G4,103.66631194050595
G4,96.1043250669103
G4,91.27016564008709
G4,100.82615887010392
G4,107.41324715060667
G4,109.06808413351239
G4,131.37231162429518
G4,123.05993369907299
G4,102.37908883658373
G4,115.47708452450956
G4,107.92921763649674
G4,109.15636161959905
G4,113.85325649415383
G4,118.19171116975393
G4,108.60741516115985
G4,122.63851532734358
G4,100.58061773857597
G4,112.06339062362268
G4,137.97673726595832
G4,114.23079742625275
G4,126.33214506606173
G4,112.91520178173208
G4,117.80777095329796
G4,111.43216805607308
G4,110.29592418835796
G4,104.20517603274581
G4,116.30301358957553
G4,103.48462810814232
G4,118.65585236313429
G4,122.8528700444591
G4,115.6653140723723
G4,109.13751266444308
G4,116.53965579308696
G4,108.91326944453587
G4,121.35547125465149
G4,93.68593915784876
G4,108.64392631881354
G4,92.09188004876002
G4,97.04939169772796
G4,125.6386222981391
G4,120.95184981971686
G4,104.8051976671521
G4,96.97496543959103
G4,82.35471162158349
G4,106.56504492067366
G4,136.20415012247403
G4,116.34884271463648
