group,value
G1,97.20213856975255
G1,102.32540104750153
G1,92.19520823502779
G1,98.51338318651182
G1,100.4973873650787
G1,99.56949674089476
G1,103.95403060845041
G1,101.72322613118027
G1,103.34163009053998
G1,96.5581385888462
G1,104.48907704205274
G1,108.14468473811996
G1,95.14925240174294
G1,95.5615217214272
G1,106.67892168160117
G1,99.0432800665247
G1,107.01910696033278
G1,97.78732144053907
G1,107.27522788135356
G1,100.65742908402726
G1,101.29114411661348
G1,107.82359010834952
G1,98.19114761277915
G1,95.2943895203752
G1,97.75717895985822
G1,102.2616697532157
G1,92.17120463909743
G1,103.18735451325561
G1,97.30614341191128
G1,105.73906330366782
G1,88.02869847549763
G1,96.06717112447916
G1,91.5676592438295
G1,95.86885266818024
G1,101.23832950554471
G1,99.10386687275123
G1,98.73311215525993
G1,99.2040756430997
G1,101.01694120309972
G1,94.95731979028446
G1,103.53424820449526
G1,103.31332985192742
G1,101.92518968828051
G1,102.78266721375631
G1,101.4820900040433
G1,110.17536651365533
G1,99.56452914473745
G1,98.46458390832711
G1,96.23236209821312
G1,94.83868664711082
G2,79.11056424797849
G2,86.22405373538163
G2,102.58639236695858
G2,110.6859025699543
G2,105.02284117104324
G2,88.68929445140574
G2,122.00369128039927
G2,118.78825344601896
G2,100.80703385155967
G2,90.94167710670575
G2,114.96855841659598
G2,107.7594717497221
G2,75.03745481169905
G2,102.6403948803119
G2,109.24071624148762
G2,86.00610427024492
G2,107.79686785674886
G2,74.90355029484422
G2,130.7237220002434
G2,128.95899970118865
G2,98.9496533139407
G2,111.26908675678146
G2,55.8015606840025
G2,80.87304679469335
G2,98.1244215969574
G2,82.55733957146282
G2,118.28792965261317
G2,143.94593061495988
G2,80.46770561141396
G2,87.25073191829614
G2,108.7089673661986
G2,136.22232296999243
G2,79.55251374920194
G2,108.98072244613884
G2,140.42597701626218
G2,70.96481703641466
G2,78.37861586308335
G2,95.52786787078324
G2,93.58823174289178
G2,120.25202575507289
G2,108.83319439641676
G2,68.50075880715744
G2,114.30820805801622
G2,92.44922225288698
G2,129.48894433882478
G2,91.4482492712616
G2,91.26769433795529
G2,114.82263221609062
G2,119.25852964673874
G2,112.96198727872407
G3,94.51522146092154
G3,112.30427551942601
G3,99.7255355866048
G3,109.8822088927061
G3,96.61012451680752
G3,111.57057718034451
G3,101.54720876554101
G3,97.73892279791582
G3,113.71056109185919
G3,109.933156173414
G3,103.08818558885682
G3,119.60943079216851
G3,104.47478062744206
G3,108.25686139176747
G3,110.15130758142881
G3,103.04267252697109
G3,111.76909034719944
G3,103.7323812226822
G3,104.70689342227033
G3,118.90114111842672
G3,99.67531157990054
G3,88.69775735256408
G3,120.88749596009515
G3,128.394623620856
G3,104.75784587640534
G3,92.50529567503852
G3,105.51612819043245
G3,105.71021640127465
G3,106.48060927182195
G3,99.09289566462522
G3,112.63648913981181
G3,112.19605900228869
G3,96.04475504144554
G3,113.5935738535591
G3,124.42147985556713
G3,109.37568265949648
G3,105.30139870345195
G3,106.86397428473983
G3,112.9220541357485
G3,94.15462715594225
G3,109.31512562381842
G3,104.87628840429753
G3,122.78260010364836
G3,106.60661812956033
G3,121.34310088895616
G3,99.17007441774395
G3,112.69807333442233
G3,110.55520211032983
G3,101.04762201708174
G3,109.41916891709552
G4,142.31297092079
G4,103.90520739283498
G4,69.70093377075591
G4,111.56092933806386
G4,89.43942263018718
G4,103.44147653340295
G4,109.96030575787198
G4,69.35869459961208
G4,71.60854151698305
G4,124.05167088813813
G4,98.93203259575799
G4,47.88139145448582
G4,131.62110091520339
G4,118.80924388185599
G4,94.1531293990879
G4,79.07924472354397
G4,132.89519740785843
G4,120.73376556401074
G4,171.56505706710183
G4,122.50471496812344
G4,121.69257853155037
G4,107.82680174728587
G4,132.41939668001976
G4,127.62713003120385
G4,143.29312521412987
G4,98.96692703406788
G4,101.11481317640094
G4,100.0224207272005
G4,131.77004302947472
G4,149.4593610074183
G4,100.52898767126749
G4,101.38065680517272
G4,119.85193059674498
G4,105.85596249967746
G4,135.80134132849724
G4,55.70556773452383
G4,91.33237382707763
G4,92.43959165096385
G4,53.99109969034638
G4,87.9090388907799
G4,89.12109710385184
G4,106.97238363702924
G4,139.8241472915066
G4,105.87348372023244
G4,86.22965699322116
G4,110.57613646966178
G4,138.22934053603373
G4,87.60102959712738
G4,89.23562790196378
G4,125.96372398185558
