group,value
A,101.52358539877216
A,94.80007946879752
A,103.75225597903228
A,104.70282358195607
A,90.24482405673082
A,93.4891024656884
A,100.63920201583643
A,98.41878703828209
A,99.91599421247855
A,95.7347803621321
A,104.39698987431414
A,103.88895967714474
A,100.33015348780609
A,105.63620603484017
A,102.33754671126023
A,95.70353768558381
A,101.8437539204125
A,95.205586995855
A,104.39225150653637
A,99.75037044506874
A,99.0756881822737
A,96.5953522779803
A,106.11270669337016
A,99.227352589656
A,97.85836088918447
A,98.23933224755885
A,102.66154592776674
A,101.82722032182039
A,102.06366305797994
A,102.15410501503942
A,110.70823800435231
A,97.96792491807692
A,97.43878635464232
A,95.93113635876061
A,103.07989711287748
A,105.64486146360446
A,99.43026271172562
A,95.79921761518736
A,95.8775939215438
A,103.2529639391235
A,103.71627085601722
A,102.71577134152598
A,96.67245146355653
A,101.1608066153336
A,100.58342904570364
A,101.09344298364506
A,104.35714388974095
A,101.11797774387341
A,103.39456781535948
A,100.33789534744446
B,113.78238797379969
B,120.6257645167708
B,78.85688360288667
B,101.60657567285398
B,98.5925469141441
B,95.22244303513315
B,102.49715497546633
B,137.89882622468792
B,90.68337768613513
B,127.36556709182962
B,74.3426045676839
B,101.3022994002845
B,111.25506130210012
B,119.72444662718556
B,122.2245315958571
B,123.8669447039985
B,101.02549855503125
B,98.75296414670865
B,125.15951762514308
B,104.1739135023677
B,82.48627353324156
B,85.33425571993038
B,89.61095427996777
B,117.94321488107528
B,110.8485147214113
B,121.80970708135537
B,99.45494707326931
B,111.17079382153429
B,120.51180787934673
B,101.81306920559523
B,117.13550475114823
B,94.76148117866697
B,100.73892306869857
B,100.36524212003341
B,84.08320708821921
B,117.73944961571164
B,98.61195319594552
B,108.24988237455375
B,117.61493317811818
B,116.93062352059889
B,121.30770217945573
B,106.03029030981153
B,99.53403375911692
B,106.40563578187202
B,74.2533113208394
B,79.05775055153825
B,81.54600775291195
B,88.05506344797037
B,115.99548453446873
B,89.89041889279878
