x,y
1.681816619300824,1.6005117190721683
1.7289953408857035,1.1701051176847583
1.359220600295612,0.8480028862062858
0.2552134168558746,0.5094205386041448
1.3506251209526567,1.023848796434396
0.012053180601825543,0.10654145553050129
0.20279727689777938,0.1569927853261869
-1.093471370461983,-0.7022994335345851
0.39699130449884,0.44648154247678223
0.0603859284244171,-0.6326489801285825
-1.3026521168344645,-0.7436886536125116
-0.051197111816596905,-0.38210463080305285
-0.07972956385680847,-0.5646018703384003
1.79756116664464,1.3277269396329412
0.8942133285134095,0.7000533475451162
0.011445439091466015,-0.23414307828169875
0.248787309801083,0.4774516325346032
0.044212378104198057,-0.43660202465166886
-0.20291398479554773,-0.29461580066705645
-1.0824271973882869,-1.0165263452677653
-0.15105187760692926,-0.1295944528239657
-0.7460982566525134,-0.4619711928628515
-1.2503155389231464,-1.2904991865606004
0.5112218145475347,0.6369152980203309
0.39126465993323495,0.3154993238670711
-1.786707511368078,-2.002211822185227
-0.12268463749512722,-0.7775204822603062
0.9957013858999235,0.7424642868996837
1.0592237388963208,0.7170792429470167
1.0258368428852387,0.7331805924128072
0.0389132069014598,0.019391045390518558
-0.8450453279691511,-0.5548380521483001
-1.0836988273580606,-0.48109675707164057
0.3446049047503575,-0.1304330367583772
0.379280034365163,-0.1257300317414059
1.2873311116050654,0.5828349834432152
1.0999796503420836,0.9261055712656101
-0.1322286565311721,0.33656009012787685
-1.2442058788608694,-1.0841232125294806
-0.31910659701089783,-1.1149248932140523
0.21723119481052466,-0.43347410580573786
-0.2020832453894041,-0.44312528702065707
-0.5778941080776558,-0.628625691681567
0.2528848149698989,0.046727591688269926
-0.5039577414106104,-0.36446491301463685
-0.628066083725374,-0.580160778581887
0.31145283430343956,0.6008584894177722
-0.4019925801292048,-0.5381004920853827
0.24410438897835213,-0.1187329940826759
0.2732040228521227,0.3725094556212536
-1.1394290010915746,-1.3920464752928225
-0.4812411238654122,-0.22453874603705837
1.4377769399164624,1.1142263192415403
-1.1620795127342871,-0.9231645060220739
-2.116654448970531,-1.0315941992256565
-1.8618451532425115,-1.6141564707850349
0.029109946576669203,0.7429368196159293
0.03091727803269891,-0.05571304870531056
-0.11761085542512094,-0.5351638973084205
1.2141898289285016,0.935114225044565
-2.672834433102938,-2.381311644938772
0.3959338744308236,0.03383585908839265
1.5614382018035733,1.3100403063581019
-1.127780764891714,-0.6513818426412418
-0.3798065117898951,-0.5026135789314117
-0.7528919172286209,-0.21907713715522548
-0.8943460460775288,-0.2656318192507497
-0.32626200502304,0.25800911102987184
1.4274852836845047,1.2559086552573813
1.8373866754875203,1.8552400558456348
-0.3359392250401477,-0.910233868571031
1.9050602140644701,1.3175278685283907
0.035576476984624864,-0.2767694819747305
1.753691026701081,1.3569973214203979
-0.09329864965349177,-0.2699812139589769
0.1310578260461443,0.0401381248522019
0.36547447264283456,0.9328670625535431
3.1788536793675353,2.324738330778519
0.8512855748447891,0.7832914921501667
-0.7072645299514636,-0.61174266293708
