x1,x2,x3,y
-0.9289891671305796,-0.932139659370214,-1.5980523752767137,-5.459747112308747
-0.8681934306407798,-0.8682812025040316,0.13512345186808206,-4.054594824212848
-1.635463248457858,-1.6137180713121275,0.45002067342183205,-8.12768204201857
0.23694861154594976,0.19093223165698422,-0.227419412643884,-0.5487452725800511
-0.08344878322659362,-0.1006309408056461,-1.6150508905847878,-1.5368743222215024
-0.43998770452970876,-0.45304626499690037,0.9885318628514624,-2.0066926168284063
-2.95561882434507,-2.8733604500653107,0.3645250379928023,-14.467514403527874
-1.247317469694169,-1.1980974809705782,-0.7260150977009768,-6.902712071490616
1.1208406514031668,1.094049524632439,-0.28060044683806395,5.029119930691445
-0.664626000063131,-0.6630946739379903,-1.5006694027818388,-4.100635749208734
0.3605916776568414,0.357577573464878,-1.0254101277779044,1.6351746957951334
-1.3906854299752562,-1.3873689745994184,-0.5378113463571395,-7.455924867212672
1.4387054823592311,1.3755264102470233,1.2284208122801512,7.290481458905207
-0.1440276600546764,-0.16935374312135437,-0.6395033908874757,-1.0419850143135874
0.2900403964835352,0.26519519363472077,0.6402136593287587,0.15904046281946682
2.325779791881685,2.244359982050283,-0.5383162028615798,11.497109530264595
1.5164401005894037,1.490973085349502,0.24794756085187486,7.629322759954884
-0.3065656212870578,-0.2785428386478054,-0.14139550214380217,-1.4877026883113835
-0.5932201848703592,-0.6289687301968994,0.8730566000927434,-1.8682308142094737
-0.3255450115195318,-0.3182802499526602,-0.5348113382185579,-3.4355888660449216
0.5098982484765356,0.49310220964901486,-1.572528250002441,0.1337719050117243
-0.10522413425087113,-0.09287439099974962,-1.3819490313636327,-0.9610028809239919
-0.39524414500347166,-0.3877274251465098,-0.5318774939427574,-2.2253027965206638
1.4671812507090423,1.3942296472969125,-1.2490599706780527,6.628663012523342
-0.11420989177783689,-0.1497973729079951,0.4102120156795513,-0.84240755457784
2.2995890930373193,2.2544800184441223,-0.4657681648580778,11.661217098369912
0.09074256375217302,0.11979114006949483,2.3746065500264315,2.4742728971189423
1.7853183942247275,1.6831864052089427,-1.737714595137132,8.13852454166894
0.3573194227106268,0.36054483165046164,0.20363317870980122,1.6894271630038726
0.9629605732494478,0.9793900219430881,-1.127953023505669,2.613963190483803
-0.7246110515177244,-0.7147096067735563,-0.4934013403826786,-3.2246626271177545
-0.8537592225874118,-0.8201779632548702,0.14141947334054417,-3.119959665295087
0.4597059550149875,0.4294197634877537,-2.325371374874287,1.5606322426432768
0.9885532424653152,0.9652011916377026,0.23682611678802748,4.287409176343747
0.040256502000462865,-0.00917603358879094,1.9029074622741677,1.543474149305843
-1.2863933350836971,-1.3309957676345894,-0.45343829836859284,-6.104069355886303
